numeroVuelo(flightNum);fecha(flightDate);horaSalida(crsDepTime);horaLlegada(crsArrTime);aeropuertoSalida(originiata);aeropuertoLlegada(destinata);compagnia(carrierCode);avion(tailNum);
308;26/10/2008;735;1445;PHX;MIA;AA;N3AKAA;
308;27/10/2008;735;1445;PHX;MIA;AA;N3CPAA;
309;25/10/2008;805;935;LGA;ORD;AA;N5CCAA;
309;27/10/2008;805;935;LGA;ORD;AA;N5FKAA;
309;25/10/2008;1040;1310;ORD;LAX;AA;N5CCAA;
309;26/10/2008;1040;1310;ORD;LAX;AA;N5CYAA;
309;27/10/2008;1040;1310;ORD;LAX;AA;N5FKAA;
311;25/10/2008;1100;1255;BOS;STL;AA;N214AA;
311;26/10/2008;1100;1255;BOS;STL;AA;N505AA;
311;27/10/2008;1100;1255;BOS;STL;AA;N208AA;
311;25/10/2008;1645;1800;SNA;SJC;AA;N457AA;
311;26/10/2008;1645;1800;SNA;SJC;AA;N505AA;
311;27/10/2008;1645;1800;SNA;SJC;AA;N208AA;
311;25/10/2008;1355;1555;STL;SNA;AA;N457AA;
311;26/10/2008;1355;1555;STL;SNA;AA;N505AA;
311;27/10/2008;1355;1555;STL;SNA;AA;N208AA;
312;25/10/2008;1310;1640;DFW;RSW;AA;N469AA;
312;26/10/2008;1310;1640;DFW;RSW;AA;N524AA;
312;27/10/2008;1310;1640;DFW;RSW;AA;N554AA;
313;25/10/2008;855;1025;LGA;ORD;AA;N517AA;
313;26/10/2008;855;1025;LGA;ORD;AA;N471AA;
313;27/10/2008;855;1025;LGA;ORD;AA;N423AA;
317;25/10/2008;1140;1240;DFW;SAN;AA;N241AA;
317;26/10/2008;1140;1240;DFW;SAN;AA;N458AA;
317;27/10/2008;1140;1240;DFW;SAN;AA;N506AA;
318;25/10/2008;1415;1905;SNA;DFW;AA;N3AJAA;
318;26/10/2008;1415;1905;SNA;DFW;AA;N3BTAA;
318;27/10/2008;1415;1905;SNA;DFW;AA;N3CVAA;
319;25/10/2008;1005;1140;LGA;ORD;AA;N546AA;
319;26/10/2008;1005;1140;LGA;ORD;AA;N583AA;
319;27/10/2008;1005;1140;LGA;ORD;AA;N244AA;
319;25/10/2008;1240;1405;ORD;MCI;AA;N546AA;
319;26/10/2008;1240;1405;ORD;MCI;AA;N583AA;
319;27/10/2008;1240;1405;ORD;MCI;AA;N244AA;
321;25/10/2008;1100;1235;LGA;ORD;AA;N4WUAA;
321;26/10/2008;1100;1235;LGA;ORD;AA;N554AA;
321;27/10/2008;1100;1235;LGA;ORD;AA;N589AA;
321;26/10/2008;1330;1550;ORD;MSY;AA;N554AA;
321;27/10/2008;1330;1550;ORD;MSY;AA;N589AA;
322;25/10/2008;2015;2150;DFW;BHM;AA;N587AA;
322;26/10/2008;2015;2150;DFW;BHM;AA;N472AA;
322;27/10/2008;2015;2150;DFW;BHM;AA;N579AA;
322;25/10/2008;1440;1920;PSP;DFW;AA;N587AA;
322;26/10/2008;1440;1920;PSP;DFW;AA;N472AA;
322;27/10/2008;1440;1920;PSP;DFW;AA;N579AA;
323;25/10/2008;600;750;BNA;DFW;AA;N576AA;
323;26/10/2008;600;750;BNA;DFW;AA;N4UCAA;
323;27/10/2008;600;750;BNA;DFW;AA;N510AA;
324;25/10/2008;1710;2205;DFW;JFK;AA;N563AA;
324;26/10/2008;1710;2205;DFW;JFK;AA;N562AA;
324;27/10/2008;1710;2205;DFW;JFK;AA;N202AA;
324;26/10/2008;1455;1600;SAT;DFW;AA;N562AA;
324;27/10/2008;1505;1610;XNA;DFW;AA;N202AA;
325;26/10/2008;1855;2100;DCA;DFW;AA;N3AKAA;
325;27/10/2008;1855;2100;DCA;DFW;AA;N3AJAA;
325;25/10/2008;2230;2320;DFW;LAS;AA;N3DDAA;
325;26/10/2008;2230;2320;DFW;LAS;AA;N3BXAA;
325;27/10/2008;2230;2320;DFW;LAS;AA;N3BVAA;
327;25/10/2008;1140;1315;LGA;ORD;AA;N237AA;
327;26/10/2008;1140;1315;LGA;ORD;AA;N249AA;
327;27/10/2008;1140;1315;LGA;ORD;AA;N419AA;
328;25/10/2008;600;850;DEN;DFW;AA;N4XRAA;
328;26/10/2008;600;850;DEN;DFW;AA;N596AA;
328;27/10/2008;600;850;DEN;DFW;AA;N563AA;
329;26/10/2008;1230;1359;LGA;ORD;AA;N456AA;
329;27/10/2008;1230;1359;LGA;ORD;AA;N271AA;
333;25/10/2008;1320;1455;LGA;ORD;AA;N598AA;
333;26/10/2008;1320;1455;LGA;ORD;AA;N517AA;
333;27/10/2008;1320;1455;LGA;ORD;AA;N4WUAA;
333;25/10/2008;1550;1700;ORD;STL;AA;N598AA;
333;26/10/2008;1550;1700;ORD;STL;AA;N4YSAA;
333;27/10/2008;1550;1700;ORD;STL;AA;N4YSAA;
334;25/10/2008;740;925;DFW;BNA;AA;N506AA;
334;26/10/2008;740;925;DFW;BNA;AA;N524AA;
334;27/10/2008;740;925;DFW;BNA;AA;N554AA;
335;25/10/2008;1430;1605;LGA;ORD;AA;N494AA;
335;26/10/2008;1430;1605;LGA;ORD;AA;N248AA;
335;27/10/2008;1430;1605;LGA;ORD;AA;N486AA;
336;25/10/2008;1325;1930;LAX;ORD;AA;N323AA;
336;26/10/2008;1325;1930;LAX;ORD;AA;N5BSAA;
336;27/10/2008;1325;1930;LAX;ORD;AA;N622AA;
336;26/10/2008;2030;2335;ORD;LGA;AA;N5BSAA;
336;27/10/2008;2030;2335;ORD;LGA;AA;N622AA;
337;25/10/2008;1520;1655;LGA;ORD;AA;N562AA;
337;26/10/2008;1520;1655;LGA;ORD;AA;N434AA;
337;27/10/2008;1520;1655;LGA;ORD;AA;N4YEAA;
337;25/10/2008;1800;2025;ORD;PDX;AA;N562AA;
337;26/10/2008;1800;2025;ORD;PDX;AA;N434AA;
337;27/10/2008;1800;2025;ORD;PDX;AA;N4YEAA;
340;26/10/2008;615;930;DFW;ATL;AA;N3BNAA;
340;27/10/2008;615;930;DFW;ATL;AA;N3BHAA;
341;26/10/2008;1605;1745;LGA;ORD;AA;N559AA;
341;27/10/2008;1605;1745;LGA;ORD;AA;N497AA;
342;25/10/2008;1305;1730;DFW;BDL;AA;N3ALAA;
342;26/10/2008;1305;1730;DFW;BDL;AA;N3CVAA;
342;27/10/2008;1305;1730;DFW;BDL;AA;N3CNAA;
343;25/10/2008;715;920;RIC;DFW;AA;N4WYAA;
343;26/10/2008;715;920;RIC;DFW;AA;N532AA;
343;27/10/2008;715;920;RIC;DFW;AA;N474AA;
345;25/10/2008;1700;1840;LGA;ORD;AA;N488AA;
345;26/10/2008;1700;1840;LGA;ORD;AA;N536AA;
345;27/10/2008;1700;1840;LGA;ORD;AA;N585AA;
346;25/10/2008;1930;2245;ORD;LGA;AA;N5FJAA;
346;26/10/2008;1930;2245;ORD;LGA;AA;N5CPAA;
346;27/10/2008;1930;2245;ORD;LGA;AA;N5BSAA;
346;25/10/2008;1240;1830;SEA;ORD;AA;N5FJAA;
346;26/10/2008;1240;1830;SEA;ORD;AA;N5CPAA;
346;27/10/2008;1240;1830;SEA;ORD;AA;N5BSAA;
347;25/10/2008;1800;1945;LGA;ORD;AA;N4YDAA;
347;26/10/2008;1800;1945;LGA;ORD;AA;N595AA;
347;27/10/2008;1800;1945;LGA;ORD;AA;N566AA;
347;26/10/2008;2040;2150;ORD;STL;AA;N595AA;
347;27/10/2008;2040;2150;ORD;STL;AA;N566AA;
348;26/10/2008;1320;1740;DFW;PHL;AA;N449AA;
348;27/10/2008;1320;1740;DFW;PHL;AA;N279AA;
348;25/10/2008;1100;1230;MFE;DFW;AA;N542AA;
348;26/10/2008;1100;1230;MFE;DFW;AA;N449AA;
348;27/10/2008;1100;1230;MFE;DFW;AA;N279AA;
349;25/10/2008;1920;2045;DFW;FAT;AA;N278AA;
349;26/10/2008;1920;2045;DFW;FAT;AA;N516AA;
349;27/10/2008;1920;2045;DFW;FAT;AA;N540AA;
350;25/10/2008;1320;1715;ELP;ORD;AA;N4XAAA;
350;26/10/2008;1320;1715;ELP;ORD;AA;N494AA;
350;27/10/2008;1320;1715;ELP;ORD;AA;N234AA;
350;25/10/2008;1805;2120;ORD;LGA;AA;N4XAAA;
350;26/10/2008;1805;2120;ORD;LGA;AA;N494AA;
350;27/10/2008;1805;2120;ORD;LGA;AA;N234AA;
351;25/10/2008;1525;1830;BOS;DFW;AA;N5EMAA;
351;26/10/2008;1525;1830;BOS;DFW;AA;N5FEAA;
351;27/10/2008;1525;1830;BOS;DFW;AA;N5CEAA;
351;25/10/2008;2000;2045;DFW;LAS;AA;N5EMAA;
351;26/10/2008;2000;2045;DFW;LAS;AA;N5FEAA;
351;27/10/2008;2000;2045;DFW;LAS;AA;N5CEAA;
352;25/10/2008;1515;1640;MSP;ORD;AA;N4WKAA;
352;26/10/2008;1515;1640;MSP;ORD;AA;N423AA;
352;27/10/2008;1515;1640;MSP;ORD;AA;N4XWAA;
352;26/10/2008;1730;2045;ORD;LGA;AA;N423AA;
352;27/10/2008;1730;2045;ORD;LGA;AA;N4XWAA;
353;26/10/2008;1840;2020;LGA;ORD;AA;N249AA;
353;27/10/2008;1840;2020;LGA;ORD;AA;N419AA;
354;25/10/2008;1655;2015;ORD;LGA;AA;N507AA;
354;26/10/2008;1655;2015;ORD;LGA;AA;N561AA;
354;27/10/2008;1655;2015;ORD;LGA;AA;N557AA;
354;25/10/2008;1440;1550;STL;ORD;AA;N507AA;
354;26/10/2008;1440;1550;STL;ORD;AA;N561AA;
354;27/10/2008;1440;1550;STL;ORD;AA;N557AA;
355;25/10/2008;1625;1730;DFW;ONT;AA;N403AA;
355;26/10/2008;1625;1730;DFW;ONT;AA;N518AA;
355;27/10/2008;1625;1730;DFW;ONT;AA;N526AA;
355;25/10/2008;1440;1535;OKC;DFW;AA;N403AA;
355;26/10/2008;1440;1535;OKC;DFW;AA;N518AA;
355;27/10/2008;1440;1535;OKC;DFW;AA;N526AA;
356;25/10/2008;1145;1620;DFW;JFK;AA;N4WYAA;
356;26/10/2008;1145;1620;DFW;JFK;AA;N446AA;
356;27/10/2008;1145;1620;DFW;JFK;AA;N236AA;
358;26/10/2008;1600;1920;ORD;LGA;AA;N585AA;
358;27/10/2008;1600;1920;ORD;LGA;AA;N529AA;
359;25/10/2008;735;840;DFW;SNA;AA;N3CGAA;
359;26/10/2008;735;840;DFW;SNA;AA;N3CHAA;
359;27/10/2008;735;840;DFW;SNA;AA;N3CSAA;
360;25/10/2008;1205;1325;MCI;ORD;AA;N583AA;
360;26/10/2008;1510;1825;ORD;LGA;AA;N529AA;
360;27/10/2008;1510;1825;ORD;LGA;AA;N528AA;
360;26/10/2008;1235;1345;STL;ORD;AA;N4YSAA;
360;27/10/2008;1235;1345;STL;ORD;AA;N528AA;
361;25/10/2008;705;815;IND;DFW;AA;N233AA;
361;26/10/2008;705;815;IND;DFW;AA;N468AA;
361;27/10/2008;705;815;IND;DFW;AA;N481AA;
363;26/10/2008;1930;2110;LGA;ORD;AA;N529AA;
363;27/10/2008;1930;2110;LGA;ORD;AA;N528AA;
363;26/10/2008;2220;2340;ORD;MSP;AA;N529AA;
363;27/10/2008;2220;2340;ORD;MSP;AA;N528AA;
365;25/10/2008;755;1040;EWR;DFW;AA;N436AA;
365;26/10/2008;755;1040;EWR;DFW;AA;N4XXAA;
365;27/10/2008;755;1040;EWR;DFW;AA;N572AA;
366;26/10/2008;1410;1729;ORD;LGA;AA;N249AA;
366;27/10/2008;1410;1729;ORD;LGA;AA;N419AA;
367;25/10/2008;700;835;TPA;DFW;AA;N3BYAA;
367;26/10/2008;700;835;TPA;DFW;AA;N3BPAA;
368;25/10/2008;1125;1245;MSP;ORD;AA;N4YDAA;
368;26/10/2008;1125;1245;MSP;ORD;AA;N595AA;
368;27/10/2008;1125;1245;MSP;ORD;AA;N566AA;
368;25/10/2008;1335;1655;ORD;LGA;AA;N4YDAA;
368;26/10/2008;1335;1655;ORD;LGA;AA;N595AA;
368;27/10/2008;1335;1655;ORD;LGA;AA;N566AA;
369;25/10/2008;1250;1335;DFW;ABQ;AA;N555AA;
369;26/10/2008;1250;1335;DFW;ABQ;AA;N537AA;
369;27/10/2008;1250;1335;DFW;ABQ;AA;N489AA;
369;25/10/2008;840;1035;PBI;DFW;AA;N555AA;
369;26/10/2008;840;1035;PBI;DFW;AA;N537AA;
369;27/10/2008;840;1035;PBI;DFW;AA;N489AA;
370;25/10/2008;1240;1550;ORD;LGA;AA;N488AA;
370;26/10/2008;1240;1550;ORD;LGA;AA;N536AA;
370;27/10/2008;1240;1550;ORD;LGA;AA;N585AA;
371;26/10/2008;2025;2200;LGA;ORD;AA;N585AA;
371;27/10/2008;2025;2200;LGA;ORD;AA;N529AA;
372;25/10/2008;1840;2135;SJU;TPA;AA;N5DVAA;
372;26/10/2008;1840;2135;SJU;TPA;AA;N5BYAA;
372;27/10/2008;1840;2135;SJU;TPA;AA;N632AA;
373;25/10/2008;1355;1505;DFW;SNA;AA;N3BTAA;
373;26/10/2008;1355;1505;DFW;SNA;AA;N3BRAA;
373;27/10/2008;1355;1505;DFW;SNA;AA;N3CEAA;
374;25/10/2008;940;1059;MCI;ORD;AA;N541AA;
374;26/10/2008;940;1059;MCI;ORD;AA;N559AA;
374;27/10/2008;940;1059;MCI;ORD;AA;N497AA;
374;26/10/2008;1150;1500;ORD;LGA;AA;N559AA;
374;27/10/2008;1150;1500;ORD;LGA;AA;N497AA;
375;25/10/2008;1710;2015;JFK;DFW;AA;N4WYAA;
375;26/10/2008;1710;2015;JFK;DFW;AA;N446AA;
375;27/10/2008;1710;2015;JFK;DFW;AA;N236AA;
376;25/10/2008;1600;1735;JAX;DFW;AA;N464AA;
376;26/10/2008;1600;1735;JAX;DFW;AA;N520AA;
376;27/10/2008;1600;1735;JAX;DFW;AA;N448AA;
378;25/10/2008;1100;1415;ORD;LGA;AA;N562AA;
378;26/10/2008;1100;1415;ORD;LGA;AA;N434AA;
378;27/10/2008;1100;1415;ORD;LGA;AA;N4YEAA;
378;26/10/2008;900;1010;STL;ORD;AA;N434AA;
378;27/10/2008;900;1010;STL;ORD;AA;N4YSAA;
379;25/10/2008;720;825;AUS;LAX;AA;N538AA;
379;26/10/2008;720;825;AUS;LAX;AA;N236AA;
379;27/10/2008;720;825;AUS;LAX;AA;N558AA;
382;25/10/2008;1010;1320;ORD;LGA;AA;N494AA;
382;26/10/2008;1010;1320;ORD;LGA;AA;N248AA;
382;27/10/2008;1010;1320;ORD;LGA;AA;N486AA;
382;25/10/2008;630;910;SAT;ORD;AA;N494AA;
382;26/10/2008;630;910;SAT;ORD;AA;N248AA;
382;27/10/2008;630;910;SAT;ORD;AA;N486AA;
383;25/10/2008;1615;1840;BWI;DFW;AA;N495AA;
383;25/10/2008;1930;1945;DFW;TUS;AA;N495AA;
383;26/10/2008;1930;1945;DFW;TUS;AA;N421AA;
383;27/10/2008;1930;1945;DFW;TUS;AA;N484AA;
383;26/10/2008;1705;1835;MEM;DFW;AA;N421AA;
383;27/10/2008;1705;1835;MEM;DFW;AA;N484AA;
384;25/10/2008;915;1225;ORD;LGA;AA;N598AA;
384;26/10/2008;915;1225;ORD;LGA;AA;N517AA;
384;27/10/2008;915;1225;ORD;LGA;AA;N4WUAA;
385;25/10/2008;1040;1120;DFW;ELP;AA;N458AA;
385;26/10/2008;1040;1120;DFW;ELP;AA;N555AA;
385;27/10/2008;1040;1120;DFW;ELP;AA;N537AA;
385;25/10/2008;755;940;RSW;DFW;AA;N458AA;
385;26/10/2008;755;940;RSW;DFW;AA;N555AA;
385;27/10/2008;755;940;RSW;DFW;AA;N537AA;
386;26/10/2008;825;1135;ORD;LGA;AA;N456AA;
386;27/10/2008;825;1135;ORD;LGA;AA;N271AA;
387;25/10/2008;1015;1200;STL;SAN;AA;N5CAAA;
387;26/10/2008;1015;1200;STL;SAN;AA;N5DYAA;
387;27/10/2008;1015;1200;STL;SAN;AA;N638AA;
388;25/10/2008;1750;1850;DFW;SAT;AA;N445AA;
388;26/10/2008;1750;1850;DFW;SAT;AA;N451AA;
388;27/10/2008;1750;1850;DFW;SAT;AA;N4XDAA;
388;25/10/2008;1520;1655;MSY;DFW;AA;N445AA;
388;26/10/2008;1330;1700;SLC;DFW;AA;N521AA;
388;27/10/2008;1330;1700;SLC;DFW;AA;N4XDAA;
390;25/10/2008;1920;2220;MIA;DTW;AA;N3AWAA;
390;26/10/2008;1920;2220;MIA;DTW;AA;N3CXAA;
390;27/10/2008;1920;2220;MIA;DTW;AA;N3CCAA;
392;25/10/2008;735;1045;ORD;LGA;AA;N237AA;
392;26/10/2008;735;1045;ORD;LGA;AA;N249AA;
392;27/10/2008;735;1045;ORD;LGA;AA;N419AA;
394;25/10/2008;645;955;ORD;LGA;AA;N4WUAA;
394;27/10/2008;645;955;ORD;LGA;AA;N589AA;
397;25/10/2008;1855;2120;MIA;LAX;AA;N388AA;
397;26/10/2008;1855;2120;MIA;LAX;AA;N377AA;
397;27/10/2008;1855;2120;MIA;LAX;AA;N354AA;
398;27/10/2008;600;910;ORD;LGA;AA;N244AA;
399;25/10/2008;1550;1725;DFW;SFO;AA;N343AA;
399;26/10/2008;1550;1725;DFW;SFO;AA;N378AA;
399;27/10/2008;1550;1725;DFW;SFO;AA;N360AA;
400;26/10/2008;1630;2235;SFO;ORD;AA;N598AA;
400;27/10/2008;1630;2235;SFO;ORD;AA;N4WPAA;
402;26/10/2008;630;955;DFW;RSW;AA;N538AA;
402;27/10/2008;630;955;DFW;RSW;AA;N538AA;
403;26/10/2008;2215;2230;DFW;TUS;AA;N515AA;
403;27/10/2008;2215;2230;DFW;TUS;AA;N413AA;
404;25/10/2008;720;815;MIA;MCO;AA;N5FBAA;
404;26/10/2008;720;815;MIA;MCO;AA;N5CBAA;
404;27/10/2008;720;815;MIA;MCO;AA;N5EMAA;
405;25/10/2008;925;1020;DFW;AUS;AA;N455AA;
405;26/10/2008;925;1020;DFW;AUS;AA;N455AA;
405;27/10/2008;925;1020;DFW;AUS;AA;N478AA;
405;25/10/2008;600;835;ELP;DFW;AA;N455AA;
405;26/10/2008;600;835;ELP;DFW;AA;N455AA;
405;27/10/2008;600;835;ELP;DFW;AA;N478AA;
406;25/10/2008;1300;1800;BUR;DFW;AA;N236AA;
406;26/10/2008;1300;1800;BUR;DFW;AA;N557AA;
406;27/10/2008;1300;1800;BUR;DFW;AA;N515AA;
407;26/10/2008;705;815;ORD;STL;AA;N4WJAA;
407;27/10/2008;705;815;ORD;STL;AA;N4YSAA;
408;25/10/2008;2000;2255;ORD;PHL;AA;N558AA;
408;26/10/2008;2000;2255;ORD;PHL;AA;N509AA;
408;27/10/2008;2000;2255;ORD;PHL;AA;N490AA;
409;25/10/2008;1740;1905;ATL;DFW;AA;N482AA;
409;26/10/2008;1640;2010;SLC;DFW;AA;N502AA;
409;27/10/2008;1640;2010;SLC;DFW;AA;N227AA;
410;25/10/2008;2230;2340;MIA;BNA;AA;N3CFAA;
410;26/10/2008;2230;2340;MIA;BNA;AA;N3BEAA;
410;27/10/2008;2230;2340;MIA;BNA;AA;N3BHAA;
411;25/10/2008;805;915;ORD;STL;AA;N575AA;
411;26/10/2008;805;915;ORD;STL;AA;N560AA;
411;27/10/2008;805;915;ORD;STL;AA;N258AA;
413;25/10/2008;825;1035;MIA;ORD;AA;N614AA;
413;26/10/2008;825;1035;MIA;ORD;AA;N5FPAA;
413;27/10/2008;825;1035;MIA;ORD;AA;N630AA;
413;25/10/2008;1145;1400;ORD;SNA;AA;N614AA;
413;26/10/2008;1145;1400;ORD;SNA;AA;N5FPAA;
413;27/10/2008;1145;1400;ORD;SNA;AA;N630AA;
414;25/10/2008;2125;2305;DFW;BNA;AA;N469AA;
414;26/10/2008;2125;2305;DFW;BNA;AA;N483AA;
414;27/10/2008;2125;2305;DFW;BNA;AA;N536AA;
418;26/10/2008;1435;1605;DFW;MCI;AA;N410AA;
418;27/10/2008;1435;1605;DFW;MCI;AA;N443AA;
418;25/10/2008;820;1345;SJC;DFW;AA;N590AA;
418;26/10/2008;820;1345;SJC;DFW;AA;N410AA;
418;27/10/2008;820;1345;SJC;DFW;AA;N443AA;
419;25/10/2008;1020;1235;ORD;ELP;AA;N4XAAA;
419;26/10/2008;1020;1235;ORD;ELP;AA;N494AA;
419;27/10/2008;1020;1235;ORD;ELP;AA;N234AA;
419;25/10/2008;825;929;RDU;ORD;AA;N4XAAA;
419;26/10/2008;825;929;RDU;ORD;AA;N494AA;
419;27/10/2008;825;929;RDU;ORD;AA;N234AA;
420;25/10/2008;1235;1740;LAX;DFW;AA;N3CYAA;
420;26/10/2008;1235;1740;LAX;DFW;AA;N3DAAA;
420;27/10/2008;1235;1740;LAX;DFW;AA;N3DLAA;
421;25/10/2008;650;850;MIA;DFW;AA;N5FAAA;
421;26/10/2008;650;850;MIA;DFW;AA;N5CXAA;
421;27/10/2008;650;850;MIA;DFW;AA;N641AA;
422;25/10/2008;1640;2020;DFW;RDU;AA;N460AA;
422;26/10/2008;1640;2020;DFW;RDU;AA;N459AA;
422;27/10/2008;1640;2020;DFW;RDU;AA;N502AA;
425;25/10/2008;1540;1810;ORD;SEA;AA;N439AA;
425;26/10/2008;1540;1810;ORD;SEA;AA;N4WKAA;
425;27/10/2008;1540;1810;ORD;SEA;AA;N4YTAA;
425;25/10/2008;1340;1450;STL;ORD;AA;N439AA;
425;26/10/2008;1340;1450;STL;ORD;AA;N4WKAA;
425;27/10/2008;1340;1450;STL;ORD;AA;N4YTAA;
427;26/10/2008;1925;2030;AUS;LAX;AA;N418AA;
427;27/10/2008;1925;2030;AUS;LAX;AA;N245AA;
428;25/10/2008;1150;1630;DFW;BOS;AA;N4YCAA;
428;26/10/2008;1150;1630;DFW;BOS;AA;N4YJAA;
428;27/10/2008;1150;1630;DFW;BOS;AA;N4XEAA;
428;26/10/2008;925;1100;MCI;DFW;AA;N4YJAA;
428;25/10/2008;955;1100;SAT;DFW;AA;N4YCAA;
431;25/10/2008;745;1045;MIA;SFO;AA;N613AA;
431;26/10/2008;745;1045;MIA;SFO;AA;N357AA;
431;27/10/2008;745;1045;MIA;SFO;AA;N391AA;
433;25/10/2008;500;910;PHX;DFW;AA;N463AA;
433;26/10/2008;500;910;PHX;DFW;AA;N578AA;
433;27/10/2008;500;910;PHX;DFW;AA;N290AA;
434;25/10/2008;1815;1910;DFW;AUS;AA;N533AA;
434;26/10/2008;1815;1910;DFW;AUS;AA;N481AA;
434;27/10/2008;1815;1910;DFW;AUS;AA;N487AA;
434;25/10/2008;1440;1720;ELP;DFW;AA;N533AA;
434;26/10/2008;1440;1720;ELP;DFW;AA;N481AA;
434;27/10/2008;1440;1720;ELP;DFW;AA;N487AA;
436;25/10/2008;1850;2230;DFW;FLL;AA;N3CWAA;
436;26/10/2008;1850;2230;DFW;FLL;AA;N3AGAA;
436;27/10/2008;1850;2230;DFW;FLL;AA;N3CTAA;
437;25/10/2008;1300;1430;ORD;MSP;AA;N4YKAA;
437;26/10/2008;1300;1430;ORD;MSP;AA;N423AA;
437;27/10/2008;1300;1430;ORD;MSP;AA;N4XWAA;
438;25/10/2008;2015;2110;TPA;MIA;AA;N3AUAA;
438;26/10/2008;2015;2110;TPA;MIA;AA;N3CCAA;
438;27/10/2008;2015;2110;TPA;MIA;AA;N3DFAA;
439;25/10/2008;1425;1555;ORD;MSP;AA;N408AA;
439;26/10/2008;1425;1555;ORD;MSP;AA;N401AA;
439;27/10/2008;1425;1555;ORD;MSP;AA;N449AA;
439;25/10/2008;820;1335;PHX;ORD;AA;N408AA;
439;26/10/2008;820;1335;PHX;ORD;AA;N401AA;
439;27/10/2008;820;1335;PHX;ORD;AA;N449AA;
441;25/10/2008;1910;2015;DFW;SNA;AA;N3ASAA;
441;26/10/2008;1910;2015;DFW;SNA;AA;N3DAAA;
441;27/10/2008;1910;2015;DFW;SNA;AA;N3CAAA;
442;25/10/2008;1205;2025;SFO;MIA;AA;N357AA;
442;26/10/2008;1205;2025;SFO;MIA;AA;N357AA;
442;27/10/2008;1205;2025;SFO;MIA;AA;N628AA;
443;25/10/2008;2245;2340;MIA;MSY;AA;N3APAA;
443;26/10/2008;2245;2340;MIA;MSY;AA;N3CCAA;
443;27/10/2008;2245;2340;MIA;MSY;AA;N3BFAA;
444;25/10/2008;945;1255;ORD;BOS;AA;N208AA;
444;26/10/2008;945;1255;ORD;BOS;AA;N527AA;
444;27/10/2008;945;1255;ORD;BOS;AA;N544AA;
446;25/10/2008;925;1025;AUS;DFW;AA;N253AA;
446;26/10/2008;925;1025;AUS;DFW;AA;N533AA;
446;27/10/2008;925;1025;AUS;DFW;AA;N581AA;
446;25/10/2008;1130;1545;DFW;PHL;AA;N253AA;
446;26/10/2008;1130;1545;DFW;PHL;AA;N544AA;
446;27/10/2008;1130;1545;DFW;PHL;AA;N581AA;
449;26/10/2008;1820;1930;RDU;ORD;AA;N497AA;
449;27/10/2008;1820;1930;RDU;ORD;AA;N551AA;
450;25/10/2008;1010;1230;DFW;MSP;AA;N444AA;
450;26/10/2008;1010;1230;DFW;MSP;AA;N246AA;
450;27/10/2008;1010;1230;DFW;MSP;AA;N474AA;
452;25/10/2008;750;1055;MIA;BOS;AA;N5DKAA;
453;25/10/2008;1220;1415;DFW;PDX;AA;N4XNAA;
453;26/10/2008;1220;1415;DFW;PDX;AA;N4WAAA;
453;27/10/2008;1220;1415;DFW;PDX;AA;N591AA;
454;25/10/2008;600;1130;SFO;DFW;AA;N4XCAA;
454;26/10/2008;600;1130;SFO;DFW;AA;N433AA;
454;27/10/2008;600;1130;SFO;DFW;AA;N4WMAA;
455;25/10/2008;1510;1730;ORD;LAX;AA;N350AA;
455;26/10/2008;1510;1730;ORD;LAX;AA;N345AA;
455;27/10/2008;1510;1730;ORD;LAX;AA;N369AA;
459;26/10/2008;1420;1705;BDL;DFW;AA;N3DKAA;
459;27/10/2008;1420;1705;BDL;DFW;AA;N3CGAA;
460;25/10/2008;845;1205;DFW;CMH;AA;N419AA;
460;26/10/2008;845;1205;DFW;CMH;AA;N508AA;
460;27/10/2008;845;1205;DFW;CMH;AA;N564AA;
460;25/10/2008;625;755;MFE;DFW;AA;N419AA;
460;26/10/2008;625;755;MFE;DFW;AA;N508AA;
460;27/10/2008;625;755;MFE;DFW;AA;N564AA;
462;26/10/2008;1955;2245;ORD;RDU;AA;N234AA;
462;27/10/2008;1955;2245;ORD;RDU;AA;N539AA;
463;25/10/2008;1740;1925;DFW;SFO;AA;N4XHAA;
463;26/10/2008;1740;1925;DFW;SFO;AA;N4WXAA;
463;27/10/2008;1740;1925;DFW;SFO;AA;N567AA;
465;25/10/2008;1040;1245;DFW;SEA;AA;N3BVAA;
465;26/10/2008;1040;1245;DFW;SEA;AA;N3BHAA;
465;27/10/2008;1040;1245;DFW;SEA;AA;N3ASAA;
465;25/10/2008;745;945;MIA;DFW;AA;N3BVAA;
465;26/10/2008;745;945;MIA;DFW;AA;N3BHAA;
465;27/10/2008;745;945;MIA;DFW;AA;N3ASAA;
469;25/10/2008;940;1045;ORD;STL;AA;N274AA;
469;26/10/2008;940;1045;ORD;STL;AA;N234AA;
469;27/10/2008;940;1045;ORD;STL;AA;N539AA;
469;25/10/2008;730;845;PHL;ORD;AA;N274AA;
469;26/10/2008;730;845;PHL;ORD;AA;N234AA;
469;27/10/2008;730;845;PHL;ORD;AA;N539AA;
470;25/10/2008;1140;1650;RNO;DFW;AA;N4XHAA;
470;26/10/2008;1140;1650;RNO;DFW;AA;N4WXAA;
470;27/10/2008;1140;1650;RNO;DFW;AA;N245AA;
471;25/10/2008;945;1055;DFW;ICT;AA;N515AA;
471;26/10/2008;945;1055;DFW;ICT;AA;N597AA;
471;27/10/2008;945;1055;DFW;ICT;AA;N4YBAA;
